Period,Zone,Resale Price Adj 2024
2020–2023,WP,480878
2020–2023,WP,542061
2020–2023,WP,942434
2020–2023,WP,633299
2020–2023,WP,472291
2020–2023,WP,505566
2020–2023,WP,488391
2020–2023,WP,822215
2020–2023,WP,450823
2020–2023,WP,568895
2020–2023,WP,561382
2020–2023,WP,357438
2020–2023,WP,461557
2020–2023,WP,890912
2020–2023,WP,499125
2020–2023,WP,579629
2020–2023,WP,568895
2020–2023,WP,740637
2020–2023,WP,558162
2020–2023,WP,370319
2020–2023,WP,805041
2020–2023,WP,730857
2020–2023,WP,579629
2020–2023,WP,955315
2020–2023,WP,595730
2020–2023,WP,810408
2020–2023,WP,653573
2020–2023,WP,677187
2020–2023,WP,477657
2020–2023,WP,386420
2020–2023,WP,509859
2020–2023,WP,636399
2020–2023,WP,459410
2020–2023,WP,622565
2020–2023,WP,751371
2020–2023,WP,598950
2020–2023,WP,644033
2020–2023,WP,504492
2020–2023,WP,751371
2020–2023,WP,609684
2020–2023,WP,738491
2020–2023,WP,923113
2020–2023,WP,729904
2020–2023,WP,799674
2020–2023,WP,944581
2020–2023,WP,826508
2020–2023,WP,611831
2020–2023,WP,733124
2020–2023,WP,577482
2020–2023,WP,477657
2020–2023,WP,566749
2020–2023,WP,450823
2020–2023,WP,536694
2020–2023,WP,534547
2020–2023,WP,578436
2020–2023,WP,434722
2020–2023,WP,429355
2020–2023,WP,430428
2020–2023,WP,547428
2020–2023,WP,488391
2020–2023,WP,428282
2020–2023,WP,357438
2020–2023,WP,536694
2020–2023,WP,713803
2020–2023,WP,740637
2020–2023,WP,738491
2020–2023,WP,515226
2020–2023,WP,622565
2020–2023,WP,692335
2020–2023,WP,663353
2020–2023,WP,706289
2020–2023,WP,735270
2020–2023,WP,502345
2020–2023,WP,513079
2020–2023,WP,724537
2020–2023,WP,692335
2020–2023,WP,708436
2020–2023,WP,644033
2020–2023,WP,611831
2020–2023,WP,520593
2020–2023,WP,414328
2020–2023,WP,805041
2020–2023,WP,882325
2020–2023,WP,461235
2020–2023,WP,831875
2020–2023,WP,470144
2020–2023,WP,445456
2020–2023,WP,354218
2020–2023,WP,590363
2020–2023,WP,429355
2020–2023,WP,545281
2020–2023,WP,440089
2020–2023,WP,545281
2020–2023,WP,571042
2020–2023,WP,556015
2020–2023,WP,556015
2020–2023,WP,896279
2020–2023,WP,996104
2020–2023,WP,563528
2020–2023,WP,370319
2020–2023,WP,504492
2020–2023,WP,776059
2020–2023,WP,488391
2020–2023,WP,525960
2020–2023,WP,601097
2020–2023,WP,893058
2020–2023,WP,653573
2020–2023,WP,477657
2020–2023,WP,567822
2020–2023,WP,563528
2020–2023,WP,703069
2020–2023,WP,451896
2020–2023,WP,601097
2020–2023,WP,590363
2020–2023,WP,496978
2020–2023,WP,500199
2020–2023,WP,446409
2020–2023,WP,729904
2020–2023,WP,708436
2020–2023,WP,737276
2020–2023,WP,472291
2020–2023,WP,480878
2020–2023,WP,601097
2020–2023,WP,556015
2020–2023,WP,633299
2020–2023,WP,751371
2020–2023,WP,692335
2020–2023,WP,568895
2020–2023,WP,556015
2020–2023,WP,502345
2020–2023,WP,466924
2020–2023,WP,456190
2020–2023,WP,697702
2020–2023,WP,536694
2020–2023,WP,461557
2020–2023,WP,574262
2020–2023,WP,764252
2020–2023,WP,686968
2020–2023,WP,660133
2020–2023,WP,590363
2020–2023,WP,684821
2020–2023,WP,668720
2020–2023,WP,536694
2020–2023,WP,644033
2020–2023,WP,656913
2020–2023,WP,652620
2020–2023,WP,499125
2020–2023,WP,536694
2020–2023,WP,452755
2020–2023,WP,565675
2020–2023,WP,579629
2020–2023,WP,547428
2020–2023,WP,445456
2020–2023,WP,418621
2020–2023,WP,450823
2020–2023,WP,463703
2020–2023,WP,504492
2020–2023,WP,501272
2020–2023,WP,536694
2020–2023,WP,472291
2020–2023,WP,485171
2020–2023,WP,461557
2020–2023,WP,502345
2020–2023,WP,434722
2020–2023,WP,563528
2020–2023,WP,443189
2020–2023,WP,654882
2020–2023,WP,534547
2020–2023,WP,763179
2020–2023,WP,483024
2020–2023,WP,499125
2020–2023,WP,445456
2020–2023,WP,545281
2020–2023,WP,681601
2020–2023,WP,577482
2020–2023,WP,504492
2020–2023,WP,515226
2020–2023,WP,547428
2020–2023,WP,762105
2020–2023,WP,488391
2020–2023,WP,547428
2020–2023,WP,533474
2020–2023,WP,558162
2020–2023,WP,521666
2020–2023,WP,556015
2020–2023,WP,592510
2020–2023,WP,590363
2020–2023,WP,488391
2020–2023,WP,756738
2020–2023,WP,611925
2020–2023,WP,765205
2020–2023,WP,778206
2020–2023,WP,563528
2020–2023,WP,620418
2020–2023,WP,483024
2020–2023,WP,590363
2020–2023,WP,584996
2020–2023,WP,606464
2020–2023,WP,552795
2020–2023,WP,617198
2020–2023,WP,732765
2020–2023,WP,418621
2020–2023,WP,584996
2020–2023,WP,590363
2020–2023,WP,574262
2020–2023,WP,579629
2020–2023,WP,771645
2020–2023,WP,525960
2020–2023,WP,599903
2020–2023,WP,598950
2020–2023,WP,644033
2020–2023,WP,613978
2020–2023,WP,611831
2020–2023,WP,598950
2020–2023,WP,617198
2020–2023,WP,547428
2020–2023,WP,579629
2020–2023,WP,531327
2020–2023,WP,633299
2020–2023,WP,738491
2020–2023,WP,512959
2020–2023,WP,880178
2020–2023,WP,509859
2020–2023,WP,601097
2020–2023,WP,531327
2020–2023,WP,459410
2020–2023,WP,341337
2020–2023,WP,434722
2020–2023,WP,461557
2020–2023,WP,509859
2020–2023,WP,523813
2020–2023,WP,557088
2020–2023,WP,520593
2020–2023,WP,534547
2020–2023,WP,582635
2020–2023,WP,552795
2020–2023,WP,579629
2020–2023,WP,571995
2020–2023,WP,579629
2020–2023,WP,606464
2020–2023,WP,644033
2020–2023,WP,574262
2020–2023,WP,485171
2020–2023,WP,507592
2020–2023,WP,729904
2020–2023,WP,660133
2020–2023,WP,563528
2020–2023,WP,558162
2020–2023,WP,563528
2020–2023,WP,493758
2020–2023,WP,601097
2020–2023,WP,540867
2020–2023,WP,622565
2020–2023,WP,402520
2020–2023,WP,397153
2020–2023,WP,717023
2020–2023,WP,440089
2020–2023,WP,460363
2020–2023,WP,644033
2020–2023,WP,472291
2020–2023,WP,578436
2020–2023,WP,338117
2020–2023,WP,509859
2020–2023,WP,445456
2020–2023,WP,338117
2020–2023,WP,314503
2020–2023,WP,509859
2020–2023,WP,324163
2020–2023,WP,348851
2020–2023,WP,343484
2020–2023,WP,397153
2020–2023,WP,407887
2020–2023,WP,375686
2020–2023,WP,371272
2020–2023,WP,356365
2020–2023,WP,338117
2020–2023,WP,357438
2020–2023,WP,490538
2020–2023,WP,671941
2020–2023,WP,552795
2020–2023,WP,579629
2020–2023,WP,794307
2020–2023,WP,931700
2020–2023,WP,373539
2020–2023,WP,695555
2020–2023,WP,421841
2020–2023,WP,885545
2020–2023,WP,368172
2020–2023,WP,536694
2020–2023,WP,579629
2020–2023,WP,751371
2020–2023,WP,364952
2020–2023,WP,343484
2020–2023,WP,493758
2020–2023,WP,359585
2020–2023,WP,499125
2020–2023,WP,590363
2020–2023,WP,931700
2020–2023,WP,574262
2020–2023,WP,536694
2020–2023,WP,463703
2020–2023,WP,359585
2020–2023,WP,442236
2020–2023,WP,461557
2020–2023,WP,338117
2020–2023,WP,697702
2020–2023,WP,483024
2020–2023,WP,590363
2020–2023,WP,440089
2020–2023,WP,597877
2020–2023,WP,441162
2020–2023,WP,622565
2020–2023,WP,987517
2020–2023,WP,867297
2020–2023,WP,987517
2020–2023,WP,1007791
2020–2023,WP,493758
2020–2023,WP,493758
2020–2023,WP,552795
2020–2023,WP,568895
2020–2023,WP,574262
2020–2023,WP,932654
2020–2023,WP,746004
2020–2023,WP,815775
2020–2023,WP,531327
2020–2023,WP,495905
2020–2023,WP,504492
2020–2023,WP,631152
2020–2023,WP,730857
2020–2023,WP,611831
2020–2023,WP,563528
2020–2023,WP,456190
2020–2023,WP,611831
2020–2023,WP,595730
2020–2023,WP,472291
2020–2023,WP,923113
2020–2023,WP,440089
2020–2023,WP,324163
2020–2023,WP,333703
2020–2023,WP,697702
2020–2023,WP,644033
2020–2023,WP,413254
2020–2023,WP,515226
2020–2023,WP,536694
2020–2023,WP,450823
2020–2023,WP,386420
2020–2023,WP,470144
2020–2023,WP,373539
2020–2023,WP,461557
2020–2023,WP,523813
2020–2023,WP,699849
2020–2023,WP,700922
2020–2023,WP,692335
2020–2023,WP,681601
2020–2023,WP,461557
2020–2023,WP,752324
2020–2023,WP,504492
2020–2023,WP,767472
2020–2023,WP,698775
2020–2023,WP,488391
2020–2023,WP,654766
2020–2023,WP,606464
2020–2023,WP,722270
2020–2023,WP,695555
2020–2023,WP,354218
2020–2023,WP,348851
2020–2023,WP,375686
2020–2023,WP,366859
2020–2023,WP,364952
2020–2023,WP,362805
2020–2023,WP,364952
2020–2023,WP,485171
2020–2023,WP,470144
2020–2023,WP,544087
2020–2023,WP,762105
2020–2023,WP,894132
2020–2023,WP,493758
2020–2023,WP,525960
2020–2023,WP,578436
2020–2023,WP,738491
2020–2023,WP,751371
2020–2023,WP,697702
2020–2023,WP,558162
2020–2023,WP,437942
2020–2023,WP,588216
2020–2023,WP,584996
2020–2023,WP,466924
2020–2023,WP,652620
2020–2023,WP,560308
2020–2023,WP,686968
2020–2023,WP,517373
2020–2023,WP,584996
2020–2023,WP,676234
2020–2023,WP,537647
2020–2023,WP,596683
2020–2023,WP,536788
2020–2023,WP,483024
2020–2023,WP,595730
2020–2023,WP,502345
2020–2023,WP,772839
2020–2023,WP,520593
2020–2023,WP,566749
2020–2023,WP,781426
2020–2023,WP,536694
2020–2023,WP,556015
2020–2023,WP,587143
2020–2023,WP,708436
2020–2023,WP,545692
2020–2023,WP,536694
2020–2023,WP,684821
2020–2023,WP,472291
2020–2023,WP,507712
2020–2023,WP,722390
2020–2023,WP,660133
2020–2023,WP,793113
2020–2023,WP,627932
2020–2023,WP,705216
2020–2023,WP,606464
2020–2023,WP,601097
2020–2023,WP,472291
2020–2023,WP,627932
2020–2023,WP,638666
2020–2023,WP,644033
2020–2023,WP,525960
2020–2023,WP,665500
2020–2023,WP,641886
2020–2023,WP,913333
2020–2023,WP,633299
2020–2023,WP,867297
2020–2023,WP,685774
2020–2023,WP,901646
2020–2023,WP,675041
2020–2023,WP,437942
2020–2023,WP,534547
2020–2023,WP,470144
2020–2023,WP,556015
2020–2023,WP,527033
2020–2023,WP,485171
2020–2023,WP,461557
2020–2023,WP,520593
2020–2023,WP,461557
2020–2023,WP,461557
2020–2023,WP,428282
2020–2023,WP,618271
2020–2023,WP,782379
2020–2023,WP,504492
2020–2023,WP,563528
2020–2023,WP,437942
2020–2023,WP,558162
2020–2023,WP,525960
2020–2023,WP,472291
2020–2023,WP,493758
2020–2023,WP,566749
2020–2023,WP,558162
2020–2023,WP,799674
2020–2023,WP,525960
2020–2023,WP,577482
2020–2023,WP,480878
2020–2023,WP,472291
2020–2023,WP,601097
2020–2023,WP,495905
2020–2023,WP,751371
2020–2023,WP,568895
2020–2023,WP,613978
2020–2023,WP,563528
2020–2023,WP,493758
2020–2023,WP,826508
2020–2023,WP,509859
2020–2023,WP,558162
2020–2023,WP,581776
2020–2023,WP,595730
2020–2023,WP,633299
2020–2023,WP,556015
2020–2023,WP,466924
2020–2023,WP,690188
2020–2023,WP,778921
2020–2023,WP,563528
2020–2023,WP,746957
2020–2023,WP,470144
2020–2023,WP,692335
2020–2023,WP,525960
2020–2023,WP,670867
2020–2023,WP,743737
2020–2023,WP,743858
2020–2023,WP,633299
2020–2023,WP,590363
2020–2023,WP,746635
2020–2023,WP,722390
2020–2023,WP,772839
2020–2023,WP,638666
2020–2023,WP,720123
2020–2023,WP,477657
2020–2023,WP,585949
2020–2023,WP,536694
2020–2023,WP,606464
2020–2023,WP,858710
2020–2023,WP,595730
2020–2023,WP,699849
2020–2023,WP,738491
2020–2023,WP,676234
2020–2023,WP,660133
2020–2023,WP,695555
2020–2023,WP,601097
2020–2023,WP,445456
2020–2023,WP,545281
2020–2023,WP,566749
2020–2023,WP,615051
2020–2023,WP,796454
2020–2023,WP,520593
2020–2023,WP,622565
2020–2023,WP,504492
2020–2023,WP,617198
2020–2023,WP,507712
2020–2023,WP,609684
2020–2023,WP,613978
2020–2023,WP,480878
2020–2023,WP,722390
2020–2023,WP,518446
2020–2023,WP,477657
2020–2023,WP,588216
2020–2023,WP,533474
2020–2023,WP,740637
2020–2023,WP,536694
2020–2023,WP,644033
2020–2023,WP,504492
2020–2023,WP,534547
2020–2023,WP,456190
2020–2023,WP,466924
2020–2023,WP,684821
2020–2023,WP,601097
2020–2023,WP,703069
2020–2023,WP,676234
2020–2023,WP,633393
2020–2023,WP,386420
2020–2023,WP,566749
2020–2023,WP,560308
2020–2023,WP,434722
2020–2023,WP,397153
2020–2023,WP,445456
2020–2023,WP,523813
2020–2023,WP,520593
2020–2023,WP,386420
2020–2023,WP,703069
2020–2023,WP,375686
2020–2023,WP,348851
2020–2023,WP,284448
2020–2023,WP,472291
2020–2023,WP,670867
2020–2023,WP,338117
2020–2023,WP,343484
2020–2023,WP,357438
2020–2023,WP,364952
2020–2023,WP,359585
2020–2023,WP,381053
2020–2023,WP,289815
2020–2023,WP,343484
2020–2023,WP,606464
2020–2023,WP,821141
2020–2023,WP,987517
2020–2023,WP,611831
2020–2023,WP,867297
2020–2023,WP,499125
2020–2023,WP,402520
2020–2023,WP,590363
2020–2023,WP,364952
2020–2023,WP,440089
2020–2023,WP,279081
2020–2023,WP,450823
2020–2023,WP,407887
2020–2023,WP,654766
2020–2023,WP,450823
2020–2023,WP,384273
2020–2023,WP,568895
2020–2023,WP,477657
2020–2023,WP,539914
2020–2023,WP,450823
2020–2023,WP,391786
2020–2023,WP,510932
2020–2023,WP,376759
2020–2023,WP,550648
2020–2023,WP,998250
2020–2023,WP,805041
2020–2023,WP,595730
2020–2023,WP,724537
2020–2023,WP,749224
2020–2023,WP,966049
2020–2023,WP,1008984
2020–2023,WP,646059
2020–2023,WP,729904
2020–2023,WP,660133
2020–2023,WP,568895
2020–2023,WP,520593
2020–2023,WP,660133
2020–2023,WP,756738
2020–2023,WP,751371
2020–2023,WP,620418
2020–2023,WP,944581
2020–2023,WP,815775
2020–2023,WP,638666
2020–2023,WP,322016
2020–2023,WP,370319
2020–2023,WP,631152
2020–2023,WP,697702
2020–2023,WP,493758
2020–2023,WP,463703
2020–2023,WP,343484
2020–2023,WP,463583
2020–2023,WP,598950
2020–2023,WP,783573
2020–2023,WP,491611
2020–2023,WP,783573
2020–2023,WP,665500
2020–2023,WP,751371
2020–2023,WP,515226
2020–2023,WP,767472
2020–2023,WP,471217
2020–2023,WP,719170
2020–2023,WP,665500
2020–2023,WP,717023
2020–2023,WP,695555
2020–2023,WP,644033
2020–2023,WP,681601
2020–2023,WP,456190
2020–2023,WP,356365
2020–2023,WP,364952
2020–2023,WP,739444
2020–2023,WP,359585
2020–2023,WP,375686
2020–2023,WP,402520
2020–2023,WP,815775
2020–2023,WP,980003
2020–2023,WP,530790
2020–2023,WP,542061
2020–2023,WP,499125
2020–2023,WP,779279
2020–2023,WP,547522
2020–2023,WP,590363
2020–2023,WP,569432
2020–2023,WP,706289
2020–2023,WP,461557
2020–2023,WP,708436
2020–2023,WP,749224
2020–2023,WP,595730
2020–2023,WP,601097
2020–2023,WP,463703
2020–2023,WP,671941
2020–2023,WP,571042
2020–2023,WP,617198
2020–2023,WP,568895
2020–2023,WP,579629
2020–2023,WP,611831
2020–2023,WP,584996
2020–2023,WP,496978
2020–2023,WP,552795
2020–2023,WP,558162
2020–2023,WP,536694
2020–2023,WP,474437
2020–2023,WP,609684
2020–2023,WP,515226
2020–2023,WP,322016
2020–2023,WP,558162
2020–2023,WP,598950
2020–2023,WP,536694
2020–2023,WP,513079
2020–2023,WP,595730
2020–2023,WP,719170
2020–2023,WP,463703
2020–2023,WP,477657
2020–2023,WP,693288
2020–2023,WP,584996
2020–2023,WP,668720
2020–2023,WP,611831
2020–2023,WP,719170
2020–2023,WP,528107
2020–2023,WP,568895
2020–2023,WP,582849
2020–2023,WP,590363
2020–2023,WP,547428
2020–2023,WP,622565
2020–2023,WP,631152
2020–2023,WP,489465
2020–2023,WP,699849
2020–2023,WP,593583
2020–2023,WP,670867
2020–2023,WP,749224
2020–2023,WP,552795
2020–2023,WP,601097
2020–2023,WP,510932
2020–2023,WP,708436
2020–2023,WP,681601
2020–2023,WP,660133
2020–2023,WP,665500
2020–2023,WP,488391
2020–2023,WP,568895
2020–2023,WP,703069
2020–2023,WP,684821
2020–2023,WP,516179
2020–2023,WP,509859
2020–2023,WP,410034
2020–2023,WP,493758
2020–2023,WP,483024
2020–2023,WP,545281
2020–2023,WP,531327
2020–2023,WP,574262
2020–2023,WP,338117
2020–2023,WP,309136
2020–2023,WP,536694
2020–2023,WP,666453
2020–2023,WP,504492
2020–2023,WP,488391
2020–2023,WP,479804
2020–2023,WP,500199
2020–2023,WP,539914
2020–2023,WP,552795
2020–2023,WP,509859
2020–2023,WP,590363
2020–2023,WP,558162
2020–2023,WP,488391
2020–2023,WP,552795
2020–2023,WP,473364
2020–2023,WP,486124
2020–2023,WP,568895
2020–2023,WP,525960
2020–2023,WP,461557
2020–2023,WP,706289
2020–2023,WP,493758
2020–2023,WP,775844
2020–2023,WP,799674
2020–2023,WP,831875
2020–2023,WP,509859
2020–2023,WP,703069
2020–2023,WP,472291
2020–2023,WP,665500
2020–2023,WP,556015
2020–2023,WP,483024
2020–2023,WP,739564
2020–2023,WP,805041
2020–2023,WP,568895
2020–2023,WP,590363
2020–2023,WP,697702
2020–2023,WP,767472
2020–2023,WP,504492
2020–2023,WP,740637
2020–2023,WP,606464
2020–2023,WP,563528
2020–2023,WP,756738
2020–2023,WP,531327
2020–2023,WP,617198
2020–2023,WP,770692
2020–2023,WP,675041
2020–2023,WP,569969
2020–2023,WP,778206
2020–2023,WP,588216
2020–2023,WP,547428
2020–2023,WP,665500
2020–2023,WP,466924
2020–2023,WP,869444
2020–2023,WP,609684
2020–2023,WP,847976
2020–2023,WP,509859
2020–2023,WP,504492
2020–2023,WP,556968
2020–2023,WP,772839
2020–2023,WP,579629
2020–2023,WP,604317
2020–2023,WP,627932
2020–2023,WP,613978
2020–2023,WP,613978
2020–2023,WP,574262
2020–2023,WP,590363
2020–2023,WP,772839
2020–2023,WP,571901
2020–2023,WP,644033
2020–2023,WP,584996
2020–2023,WP,495905
2020–2023,WP,528107
2020–2023,WP,703069
2020–2023,WP,466924
2020–2023,WP,595730
2020–2023,WP,558162
2020–2023,WP,703069
2020–2023,WP,590363
2020–2023,WP,603124
2020–2023,WP,628885
2020–2023,WP,633299
2020–2023,WP,652620
2020–2023,WP,665500
2020–2023,WP,633299
2020–2023,WP,783573
2020–2023,WP,373539
2020–2023,WP,556015
2020–2023,WP,461557
2020–2023,WP,912379
2020–2023,WP,440089
2020–2023,WP,464240
2020–2023,WP,382126
2020–2023,WP,805041
2020–2023,WP,364952
2020–2023,WP,420768
2020–2023,WP,440089
2020–2023,WP,472291
2020–2023,WP,676234
2020–2023,WP,461557
2020–2023,WP,327383
2020–2023,WP,472291
2020–2023,WP,273714
2020–2023,WP,370319
2020–2023,WP,345631
2020–2023,WP,354218
2020–2023,WP,385346
2020–2023,WP,370319
2020–2023,WP,314503
2020–2023,WP,336923
2020–2023,WP,352071
2020–2023,WP,899499
2020–2023,WP,944581
2020–2023,WP,837242
2020–2023,WP,921920
2020–2023,WP,900452
2020–2023,WP,510812
2020–2023,WP,550648
2020–2023,WP,391786
2020–2023,WP,601097
2020–2023,WP,523813
2020–2023,WP,805041
2020–2023,WP,440089
2020–2023,WP,638666
2020–2023,WP,364952
2020–2023,WP,450823
2020–2023,WP,885545
2020–2023,WP,360538
2020–2023,WP,378906
2020–2023,WP,847976
2020–2023,WP,676234
2020–2023,WP,577482
2020–2023,WP,729904
2020–2023,WP,753518
2020–2023,WP,542061
2020–2023,WP,370319
2020–2023,WP,394470
2020–2023,WP,933847
2020–2023,WP,477657
2020–2023,WP,639739
2020–2023,WP,802894
2020–2023,WP,515226
2020–2023,WP,826508
2020–2023,WP,907012
2020–2023,WP,483024
2020–2023,WP,601097
2020–2023,WP,429355
2020–2023,WP,609684
2020–2023,WP,644033
2020–2023,WP,933847
2020–2023,WP,472291
2020–2023,WP,935994
2020–2023,WP,391786
2020–2023,WP,601097
2020–2023,WP,386420
2020–2023,WP,480878
2020–2023,WP,563528
2020–2023,WP,407887
2020–2023,WP,783573
2020–2023,WP,540987
2020–2023,WP,676234
2020–2023,WP,783573
2020–2023,WP,631152
2020–2023,WP,709509
2020–2023,WP,670867
2020–2023,WP,772839
2020–2023,WP,652620
2020–2023,WP,719170
2020–2023,WP,504492
2020–2023,WP,556015
2020–2023,WP,395007
2020–2023,WP,440089
2020–2023,WP,488391
2020–2023,WP,946608
2020–2023,WP,364952
2020–2023,WP,434722
2020–2023,WP,513079
2020–2023,WP,483024
2020–2023,WP,397153
2020–2023,WP,1028305
2020–2023,WP,391786
2020–2023,WP,629005
2020–2023,WP,545281
2020–2023,WP,493758
2020–2023,WP,515226
2020–2023,WP,584996
2020–2023,WP,523813
2020–2023,WP,676234
2020–2023,WP,837242
2020–2023,WP,579629
2020–2023,WP,590363
2020–2023,WP,579629
2020–2023,WP,735270
2020–2023,WP,591316
2020–2023,WP,751401
2020–2023,WP,686968
2020–2023,WP,751371
2020–2023,WP,770692
2020–2023,WP,581776
2020–2023,WP,762105
2020–2023,WP,606464
2020–2023,WP,750178
2020–2023,WP,547428
2020–2023,WP,708436
2020–2023,WP,558162
2020–2023,WP,780353
2020–2023,WP,622565
2020–2023,WP,509859
2020–2023,WP,568895
2020–2023,WP,568895
2020–2023,WP,676234
2020–2023,WP,751371
2020–2023,WP,689115
2020–2023,WP,717023
2020–2023,WP,621371
2020–2023,WP,622565
2020–2023,WP,515226
2020–2023,WP,460483
2020–2023,WP,633299
2020–2023,WP,558162
2020–2023,WP,504492
2020–2023,WP,472291
2020–2023,WP,515226
2020–2023,WP,547428
2020–2023,WP,703069
2020–2023,WP,568895
2020–2023,WP,547428
2020–2023,WP,513079
2020–2023,WP,528643
2020–2023,WP,853343
2020–2023,WP,612033
2020–2023,WP,632105
2020–2023,WP,609684
2020–2023,WP,746004
2020–2023,WP,656793
2020–2023,WP,606464
2020–2023,WP,688041
2020–2023,WP,912379
2020–2023,WP,923113
2020–2023,WP,781426
2020–2023,WP,697702
2020–2023,WP,474437
2020–2023,WP,881131
2020–2023,WP,475511
2020–2023,WP,480878
2020–2023,WP,467018
2020–2023,WP,534547
2020–2023,WP,579629
2020–2023,WP,509859
2020–2023,WP,461557
2020–2023,WP,584996
2020–2023,WP,327383
2020–2023,WP,545281
2020–2023,WP,456190
2020–2023,WP,338117
2020–2023,WP,649399
2020–2023,WP,492685
2020–2023,WP,493758
2020–2023,WP,540987
2020–2023,WP,656913
2020–2023,WP,697702
2020–2023,WP,461557
2020–2023,WP,472291
2020–2023,WP,724537
2020–2023,WP,622565
2020–2023,WP,558162
2020–2023,WP,563528
2020–2023,WP,510932
2020–2023,WP,483024
2020–2023,WP,568895
2020–2023,WP,568895
2020–2023,WP,783573
2020–2023,WP,603244
2020–2023,WP,740637
2020–2023,WP,571042
2020–2023,WP,593463
2020–2023,WP,631152
2020–2023,WP,751371
2020–2023,WP,724537
2020–2023,WP,601097
2020–2023,WP,652620
2020–2023,WP,579629
2020–2023,WP,579629
2020–2023,WP,617198
2020–2023,WP,747078
2020–2023,WP,568895
2020–2023,WP,729904
2020–2023,WP,770692
2020–2023,WP,606464
2020–2023,WP,493758
2020–2023,WP,507712
2020–2023,WP,805041
2020–2023,WP,456190
2020–2023,WP,592510
2020–2023,WP,713803
2020–2023,WP,504492
2020–2023,WP,880178
2020–2023,WP,536694
2020–2023,WP,556968
2020–2023,WP,590363
2020–2023,WP,456190
2020–2023,WP,523813
2020–2023,WP,523813
2020–2023,WP,581776
2020–2023,WP,653573
2020–2023,WP,604317
2020–2023,WP,563528
2020–2023,WP,774986
2020–2023,WP,590363
2020–2023,WP,767472
2020–2023,WP,454043
2020–2023,WP,644033
2020–2023,WP,601097
2020–2023,WP,579629
2020–2023,WP,622565
2020–2023,WP,590363
2020–2023,WP,517373
2020–2023,WP,622565
2020–2023,WP,821141
2020–2023,WP,639739
2020–2023,WP,794306
2020–2023,WP,556015
2020–2023,WP,519520
2020–2023,WP,565675
2020–2023,WP,717023
2020–2023,WP,577482
2020–2023,WP,407887
2020–2023,WP,395007
2020–2023,WP,443189
2020–2023,WP,375686
2020–2023,WP,974636
2020–2023,WP,268347
2020–2023,WP,633299
2020–2023,WP,348851
2020–2023,WP,359585
2020–2023,WP,347778
2020–2023,WP,354218
2020–2023,WP,364952
2020–2023,WP,362268
2020–2023,WP,1030452
2020–2023,WP,472291
2020–2023,WP,375686
2020–2023,WP,418621
2020–2023,WP,384273
2020–2023,WP,470144
2020–2023,WP,363758
2020–2023,WP,459410
2020–2023,WP,488391
2020–2023,WP,966049
2020–2023,WP,762105
2020–2023,WP,818995
2020–2023,WP,978929
2020–2023,WP,590363
2020–2023,WP,923113
2020–2023,WP,857516
2020–2023,WP,590363
2020–2023,WP,387493
2020–2023,WP,601097
2020–2023,WP,563528
2020–2023,WP,279081
2020–2023,WP,370319
2020–2023,WP,355291
2020–2023,WP,375686
2020–2023,WP,493758
2020–2023,WP,483024
2020–2023,WP,751371
2020–2023,WP,506639
2020–2023,WP,536694
2020–2023,WP,357438
2020–2023,WP,838316
2020–2023,WP,464777
2020–2023,WP,450823
2020–2023,WP,461557
2020–2023,WP,579629
2020–2023,WP,379764
2020–2023,WP,370319
2020–2023,WP,644033
2020–2023,WP,697702
2020–2023,WP,373539
2020–2023,WP,631152
2020–2023,WP,480878
2020–2023,WP,1151625
2020–2023,WP,542061
2020–2023,WP,533353
2020–2023,WP,590363
2020–2023,WP,740637
2020–2023,WP,697702
2020–2023,WP,620418
2020–2023,WP,575336
2020–2023,WP,592510
2020–2023,WP,793113
2020–2023,WP,437942
2020–2023,WP,601097
2020–2023,WP,826508
2020–2023,WP,703069
2020–2023,WP,520593
2020–2023,WP,928480
2020–2023,WP,356365
2020–2023,WP,461557
2020–2023,WP,401327
2020–2023,WP,386420
2020–2023,WP,344557
2020–2023,WP,470144
2020–2023,WP,354218
2020–2023,WP,491611
2020–2023,WP,418621
2020–2023,WP,644033
2020–2023,WP,536694
2020–2023,WP,520593
2020–2023,WP,727757
2020–2023,WP,749224
2020–2023,WP,781426
2020–2023,WP,802894
2020–2023,WP,679454
2020–2023,WP,686968
2020–2023,WP,525960
2020–2023,WP,837242
2020–2023,WP,735270
2020–2023,WP,724537
2020–2023,WP,931700
2020–2023,WP,536694
2020–2023,WP,472291
2020–2023,WP,391786
2020–2023,WP,923113
2020–2023,WP,397153
2020–2023,WP,402520
2020–2023,WP,831875
2020–2023,WP,611831
2020–2023,WP,381053
2020–2023,WP,943387
2020–2023,WP,386420
2020–2023,WP,413254
2020–2023,WP,499125
2020–2023,WP,483024
2020–2023,WP,923113
2020–2023,WP,899499
2020–2023,WP,478731
2020–2023,WP,966049
2020–2023,WP,423988
2020–2023,WP,520593
2020–2023,WP,598950
2020–2023,WP,976783
2020–2023,WP,660133
2020–2023,WP,499125
2020–2023,WP,608611
2020–2023,WP,920966
2020–2023,WP,694482
2020–2023,WP,566749
2020–2023,WP,590363
2020–2023,WP,563528
2020–2023,WP,601097
2020–2023,WP,753398
2020–2023,WP,558162
2020–2023,WP,545281
2020–2023,WP,577482
2020–2023,WP,767472
2020–2023,WP,821141
2020–2023,WP,545281
2020–2023,WP,783573
2020–2023,WP,601097
2020–2023,WP,582944
